id,date,floors,sqft_lot,price,padrao
3303850390,2014-12-12,2.0,18898,2983000.0,alto
1370800515,2014-10-30,2.0,5884,2950000.0,alto
3625049014,2014-08-29,2.0,23885,2950000.0,alto
2524049166,2014-09-18,1.0,47480,2950000.0,alto
6613000930,2014-09-02,2.0,25470,2950000.0,alto
1176001310,2015-03-04,3.0,5722,2945000.0,alto
5317100750,2014-07-11,2.5,24085,2920000.0,alto
2624049091,2015-03-13,2.0,91681,2903000.0,alto
7960900060,2015-05-04,1.5,20100,2900000.0,alto
6447300365,2014-11-13,2.0,14600,2900000.0,alto
7159200040,2014-09-17,2.0,4838,2900000.0,alto
1118000301,2014-12-19,2.0,7173,2890000.0,alto
2303900035,2014-06-11,2.0,64033,2888000.0,alto
5316101075,2014-09-26,2.5,14400,2885000.0,alto
2303900090,2014-07-29,2.0,32033,2880500.0,alto
6065300840,2015-05-01,1.0,17208,2850000.0,alto
1069000070,2015-04-15,2.0,12793,2795000.0,alto
7397300220,2014-05-29,2.0,21000,2750000.0,alto
3859900060,2015-01-12,2.0,16065,2750000.0,alto
624069035,2014-12-09,2.0,5575,2750000.0,alto
5249800010,2014-12-03,2.5,43838,2725000.0,alto
2525049086,2014-10-03,2.0,18115,2720000.0,alto
8043700300,2014-06-08,2.0,7850,2700000.0,alto
625059036,2014-08-13,2.0,27295,2700000.0,alto
5442300807,2014-06-24,2.0,13800,2700000.0,alto
2524069078,2015-01-22,2.0,89651,2700000.0,alto
856000195,2014-05-21,2.0,8401,2700000.0,alto
2525049263,2014-07-09,2.0,20445,2680000.0,alto
3126059027,2015-03-18,2.0,13730,2650000.0,alto
8084900160,2015-02-12,2.0,16200,2641100.0,alto
2397101606,2014-12-08,2.5,7200,2630000.0,alto
2923500230,2014-12-16,2.0,12195,2600000.0,alto
3623500408,2015-03-30,2.0,16015,2600000.0,alto
7768700300,2014-12-05,2.0,15408,2575000.0,alto
2260300060,2015-04-10,1.0,20440,2575000.0,alto
5316100780,2014-09-22,2.0,3800,2575000.0,alto
825059178,2014-09-23,2.0,20424,2574000.0,alto
6613000935,2014-05-13,2.0,26211,2555000.0,alto
1954700410,2014-08-01,2.5,8805,2546000.0,alto
1118001408,2014-11-24,2.0,13431,2544750.0,alto
9185700485,2015-04-01,2.0,6000,2538000.0,alto
9471200370,2015-03-30,2.0,20000,2537000.0,alto
7490000040,2014-07-18,1.0,10626,2535000.0,alto
9471200200,2015-03-25,1.0,16048,2532000.0,alto
3377900195,2014-09-29,1.0,45100,2525000.0,alto
7631800015,2015-04-07,2.0,57990,2510000.0,alto
5700003585,2014-12-29,2.0,12672,2500000.0,alto
3025300095,2014-10-09,2.0,19844,2500000.0,alto
9471200265,2015-05-05,2.0,16224,2500000.0,alto
6072800170,2015-04-28,1.0,24354,2500000.0,alto
4107100190,2015-03-24,1.0,14850,2500000.0,alto
1324049015,2014-11-11,1.5,23954,2485000.0,alto
4139420190,2015-05-12,1.0,16909,2480000.0,alto
9831200500,2015-03-04,2.5,7500,2479000.0,alto
1176001293,2014-06-17,2.0,4947,2475000.0,alto
1118002000,2014-06-24,2.0,13180,2466350.0,alto
3262300555,2014-07-08,2.0,14986,2458000.0,alto
1118000110,2014-05-29,1.5,13586,2453500.0,alto
2210500010,2014-09-30,2.0,23115,2450000.0,alto
3623500205,2014-05-13,2.0,11023,2450000.0,alto
5700004028,2015-04-17,2.0,6552,2450000.0,alto
4389201250,2014-05-13,2.0,9000,2450000.0,alto
2426039123,2015-01-30,2.0,24250,2415000.0,alto
853200040,2015-04-28,1.5,23250,2408000.0,alto
251620090,2014-05-30,1.0,20734,2400000.0,alto
6169900790,2014-06-20,2.0,10800,2400000.0,alto
9185700440,2014-07-28,2.0,7200,2400000.0,alto
4045100075,2015-03-25,2.0,15188,2400000.0,alto
2025069065,2014-09-29,1.0,8354,2400000.0,alto
724069059,2014-05-09,1.5,11665,2400000.0,alto
3880900010,2014-06-04,2.0,9088,2400000.0,alto
3398800055,2014-11-19,2.0,24825,2400000.0,alto
6072800265,2014-08-13,2.0,19798,2395000.0,alto
1725059316,2014-11-20,2.0,13296,2385000.0,alto
1860600135,2014-05-02,2.0,9050,2384000.0,alto
6072800205,2014-11-19,1.0,20251,2375000.0,alto
2579500110,2014-07-01,1.0,17450,2367000.0,alto
2154970020,2014-07-03,2.0,19412,2351960.0,alto
1725059127,2015-02-25,2.0,11547,2350000.0,alto
625059051,2014-09-03,2.5,22863,2350000.0,alto
4139900180,2015-04-20,1.0,35200,2340000.0,alto
1652500010,2015-03-26,2.0,20759,2328000.0,alto
4139300135,2014-07-09,2.0,17004,2321000.0,alto
8085400376,2015-04-21,2.0,9520,2320000.0,alto
1118001201,2015-01-30,1.0,8402,2300000.0,alto
3426049284,2014-08-19,2.0,15929,2300000.0,alto
5536100005,2014-08-08,2.0,8816,2300000.0,alto
3880900170,2014-08-05,2.0,7100,2300000.0,alto
1732801150,2014-07-01,2.0,9778,2300000.0,alto
4389200765,2014-06-25,2.0,8570,2300000.0,alto
8043700105,2015-04-17,2.5,8175,2300000.0,alto
5452301785,2015-02-18,2.0,13860,2298000.0,alto
251620110,2014-07-02,2.0,18362,2288000.0,alto
1225069038,2014-05-05,3.0,307752,2280000.0,alto
3625049088,2014-07-02,1.0,18916,2271150.0,alto
8964800445,2015-02-09,1.0,14872,2260000.0,alto
3262300485,2015-04-21,2.0,8118,2250000.0,alto
5700003985,2014-10-29,2.0,8125,2250000.0,alto
5316100980,2015-03-26,1.5,7200,2250000.0,alto
9831200159,2014-08-06,2.0,3452,2250000.0,alto
1954700695,2014-06-12,1.5,9453,2250000.0,alto
4386700135,2014-11-14,2.5,8036,2250000.0,alto
7855801670,2015-04-01,2.0,19850,2250000.0,alto
1118001215,2015-02-04,1.0,8700,2250000.0,alto
5316100920,2014-07-25,2.5,7800,2250000.0,alto
2524069097,2014-05-09,2.0,130017,2238890.0,alto
518500460,2014-10-08,2.0,5634,2230000.0,alto
7936500109,2014-07-25,2.0,28064,2230000.0,alto
856000635,2015-03-23,2.0,10800,2225000.0,alto
1333300145,2015-03-04,2.0,30120,2225000.0,alto
868001435,2015-01-27,1.0,16740,2225000.0,alto
1973700030,2015-04-29,2.0,10177,2205000.0,alto
1925069082,2015-05-11,2.0,22703,2200000.0,alto
2024069008,2014-06-19,2.0,10450,2200000.0,alto
3629940160,2015-03-11,2.0,17168,2200000.0,alto
1118001295,2014-12-03,2.0,11098,2200000.0,alto
824059305,2015-01-08,2.0,11652,2200000.0,alto
9185700285,2014-12-23,2.0,7200,2200000.0,alto
2425049061,2014-08-25,1.0,30456,2200000.0,alto
4045100190,2014-10-27,2.0,18000,2196000.0,alto
7935000280,2014-08-12,2.5,35765,2195000.0,alto
1954700610,2014-12-09,2.0,7108,2193000.0,alto
2525049259,2014-08-12,2.0,13162,2187730.0,alto
4218400455,2014-07-08,2.0,11000,2180000.0,alto
6377200010,2014-12-08,1.5,21701,2175000.0,alto
5553300375,2014-08-20,2.0,6495,2160000.0,alto
1370800225,2015-03-18,1.5,6214,2152500.0,alto
685000115,2014-10-07,2.0,9415,2150000.0,alto
3761700053,2015-01-05,3.0,9610,2150000.0,alto
5710000005,2014-05-22,2.0,10320,2150000.0,alto
1959701800,2014-07-02,2.0,5500,2147500.0,alto
125069038,2014-11-25,2.0,453895,2140000.0,alto
1338800425,2015-03-04,2.5,7128,2140000.0,alto
4107100204,2014-08-21,1.0,17820,2135000.0,alto
3760500336,2014-11-26,2.0,19513,2125000.0,alto
622049114,2015-02-18,2.0,24069,2125000.0,alto
6065300330,2014-06-20,2.0,17833,2110000.0,alto
3025300226,2014-05-15,2.0,19865,2100000.0,alto
5700003640,2014-05-19,2.5,10655,2095000.0,alto
3861470110,2014-06-23,2.0,20377,2075000.0,alto
9533100285,2014-06-30,2.0,7965,2065000.0,alto
7352200450,2015-01-15,1.5,19989,2050000.0,alto
7424700045,2015-05-13,2.0,8480,2050000.0,alto
3505100756,2014-11-06,1.0,18834,2050000.0,alto
1338300170,2015-03-24,2.0,8208,2048000.0,alto
46100504,2014-06-17,1.5,22798,2027000.0,alto
3585901085,2014-06-04,1.0,28176,2005000.0,alto
2524049318,2014-05-28,2.0,18000,2000000.0,alto
2524049179,2014-08-26,1.0,44867,2000000.0,alto
1732800310,2015-03-02,2.0,4500,2000000.0,alto
2726049034,2014-11-10,2.0,16387,2000000.0,alto
4131900042,2014-05-16,2.0,10862,2000000.0,alto
1724069059,2014-05-24,3.0,4443,2000000.0,alto
3225069241,2015-04-22,1.0,21064,2000000.0,alto
2424059174,2015-05-08,2.0,35006,1999950.0,alto
1068000150,2015-05-01,2.0,7500,1999000.0,alto
2624089007,2015-03-20,2.0,920423,1998000.0,alto
1346300035,2014-06-26,2.5,5000,1990000.0,alto
632000065,2014-06-11,1.0,13500,1989000.0,alto
2311400056,2014-12-01,2.0,8960,1987500.0,alto
2025059026,2015-02-25,1.0,44384,1980000.0,alto
1651500040,2014-08-01,2.0,12081,1980000.0,alto
5017000470,2014-07-10,2.0,9097,1975000.0,alto
1338600225,2014-05-28,2.0,6480,1970000.0,alto
824059321,2014-06-02,2.0,8510,1965220.0,alto
8964800025,2015-02-26,1.5,13738,1965000.0,alto
2806300065,2015-04-22,2.0,31353,1960000.0,alto
1923000260,2014-10-15,3.0,23373,1959000.0,alto
4055701200,2015-04-21,1.0,7898,1955000.0,alto
3124059023,2015-02-13,1.0,12566,1955000.0,alto
2525049113,2014-07-25,2.0,18713,1950000.0,alto
8835800350,2015-01-12,2.0,167869,1950000.0,alto
1568100920,2015-04-08,2.0,14554,1950000.0,alto
5486800070,2014-06-20,2.0,15235,1950000.0,alto
3760500280,2014-10-14,1.5,12779,1950000.0,alto
2425049107,2015-03-05,1.0,17424,1950000.0,alto
5493110020,2015-01-16,2.0,18745,1950000.0,alto
4389201241,2014-12-30,2.0,6900,1945000.0,alto
9809000020,2015-03-13,2.0,16672,1940000.0,alto
2626069030,2015-02-09,2.0,223462,1940000.0,alto
3860900035,2015-04-15,2.0,16526,1940000.0,alto
8081500060,2014-10-01,2.0,20296,1928000.0,alto
5700003630,2014-06-30,2.5,8050,1925000.0,alto
1370802115,2014-12-05,2.0,6134,1925000.0,alto
1118000080,2015-03-31,1.0,16101,1925000.0,alto
1630700380,2015-01-30,2.0,230868,1920000.0,alto
2425049066,2014-06-16,1.0,34412,1920000.0,alto
1118001560,2014-07-10,2.0,6833,1910000.0,alto
2540700110,2015-02-12,2.0,18564,1905000.0,alto
9808700405,2014-06-04,2.0,13367,1901000.0,alto
3024059014,2015-03-25,1.5,11489,1900000.0,alto
1525059261,2015-05-05,2.0,44315,1900000.0,alto
3835500585,2014-10-16,2.0,12668,1900000.0,alto
357000135,2015-02-18,2.0,7830,1900000.0,alto
4389201075,2014-07-31,2.0,13351,1900000.0,alto
4114601580,2014-07-24,2.0,13237,1900000.0,alto
7767000060,2014-09-12,2.0,16471,1900000.0,alto
1330300300,2015-04-15,2.0,8550,1900000.0,alto
3303850330,2014-12-16,2.0,27755,1900000.0,alto
1727001300,2014-06-09,2.0,112521,1900000.0,alto
1827200265,2014-09-11,2.0,32044,1899000.0,alto
2025069140,2015-03-17,3.0,4334,1898000.0,alto
8085400401,2015-01-15,2.0,9656,1898000.0,alto
9809000020,2014-05-13,2.0,16672,1895000.0,alto
249000180,2014-12-01,2.0,9345,1890000.0,alto
824059042,2014-05-30,2.0,17935,1886700.0,alto
715010530,2015-01-13,2.0,13000,1881580.0,alto
2470200020,2014-05-14,1.0,19542,1880000.0,alto
6447300225,2014-11-06,1.0,17919,1880000.0,alto
8923600020,2014-08-06,2.0,6220,1880000.0,alto
3391500050,2014-07-03,2.0,10929,1875000.0,alto
6321000045,2014-12-22,2.0,7920,1875000.0,alto
3885803044,2014-09-02,2.0,7440,1875000.0,alto
1025039086,2014-09-16,2.0,29111,1875000.0,alto
3625700010,2014-05-06,2.0,15175,1870000.0,alto
3262300818,2015-02-27,2.0,8797,1865000.0,alto
7787400105,2015-03-06,1.0,43560,1865000.0,alto
4218400100,2014-09-11,2.5,6952,1865000.0,alto
1524079188,2014-07-29,2.0,320917,1862000.0,alto
9471200065,2014-10-15,2.0,9600,1855000.0,alto
4134300175,2015-04-17,1.0,14866,1851000.0,alto
6744701310,2015-04-15,1.0,11972,1850000.0,alto
5026900235,2014-09-11,2.0,1880,1850000.0,alto
3592500800,2014-10-18,2.0,6060,1850000.0,alto
9201300050,2014-08-14,2.0,8442,1850000.0,alto
809001520,2014-11-05,3.0,6000,1850000.0,alto
1266200140,2015-05-06,2.0,10335,1850000.0,alto
4457300005,2015-03-25,2.0,11007,1839900.0,alto
6752500090,2015-01-27,2.0,39190,1835000.0,alto
2124069115,2014-10-21,2.0,215186,1830000.0,alto
5493110080,2014-08-15,2.0,39317,1825000.0,alto
1051000040,2015-04-24,2.0,20053,1824100.0,alto
1524069044,2014-10-09,2.0,88714,1822500.0,alto
4054530260,2014-06-27,2.0,53330,1820000.0,alto
4094800120,2014-06-19,2.0,13000,1815000.0,alto
1725059136,2014-11-21,2.0,12873,1815000.0,alto
5035300325,2015-04-14,1.5,15626,1810000.0,alto
8081500050,2015-03-02,1.0,20441,1810000.0,alto
1118000465,2015-03-12,2.0,8295,1810000.0,alto
9286730020,2015-03-31,1.0,20005,1802750.0,alto
1337300145,2014-07-21,2.5,8325,1800000.0,alto
5425700205,2014-05-20,1.0,16953,1800000.0,alto
4030100005,2014-12-09,2.0,39094,1800000.0,alto
4385700250,2015-04-07,2.0,4000,1800000.0,alto
323079101,2015-01-23,2.0,205603,1800000.0,alto
3528000040,2015-03-26,2.0,224442,1800000.0,alto
3343302110,2015-03-06,2.0,13295,1800000.0,alto
524059063,2014-05-06,2.0,10279,1800000.0,alto
5078400160,2014-06-05,2.0,15580,1800000.0,alto
1329000090,2014-12-19,2.0,39098,1799000.0,alto
9359100500,2014-05-27,2.0,13000,1795000.0,alto
9320100090,2014-06-10,2.0,17232,1795000.0,alto
5461300150,2014-12-11,1.0,20274,1795000.0,alto
3893100462,2015-02-25,2.0,8504,1789950.0,alto
4139420640,2014-10-30,1.0,14300,1785000.0,alto
7237501190,2014-10-10,2.0,13402,1780000.0,alto
644000040,2015-04-29,2.0,10912,1780000.0,alto
1370803180,2014-08-08,2.0,7800,1776000.0,alto
251500330,2014-10-14,1.0,19225,1775000.0,alto
5457300095,2015-01-07,3.0,7071,1775000.0,alto
8964800050,2015-03-04,1.0,14603,1770000.0,alto
2954400310,2014-09-15,2.0,38900,1769000.0,alto
644000115,2014-09-23,2.0,10249,1765000.0,alto
2525049266,2014-08-21,2.0,16000,1762000.0,alto
4139420370,2014-08-11,1.0,21630,1760000.0,alto
1337800805,2014-07-03,2.0,4800,1755000.0,alto
3304700130,2015-01-28,2.0,67953,1755000.0,alto
8085400586,2014-11-01,2.0,8975,1750000.0,alto
715010130,2015-02-02,2.0,13928,1750000.0,alto
7533800295,2014-08-19,2.0,7749,1750000.0,alto
1336800240,2014-05-08,2.5,5760,1750000.0,alto
250000010,2014-09-24,2.0,8400,1750000.0,alto
250000090,2014-07-14,2.0,7660,1750000.0,alto
715010140,2014-10-02,2.0,12739,1750000.0,alto
3025059072,2014-07-25,1.5,22710,1749000.0,alto
3885808005,2015-03-05,2.0,5500,1740000.0,alto
4219401080,2014-05-20,1.5,4545,1740000.0,alto
1118000935,2014-07-05,2.0,6513,1738000.0,alto
3585901025,2014-06-13,1.5,32093,1735000.0,alto
4219400520,2014-06-16,2.0,5000,1735000.0,alto
1561600056,2014-10-17,2.0,9654,1735000.0,alto
1024049024,2014-12-03,2.5,7700,1735000.0,alto
46100350,2014-06-30,2.0,26540,1730000.0,alto
4094800260,2014-11-26,2.0,20668,1730000.0,alto
6448000100,2014-06-17,1.0,20570,1728000.0,alto
4141800285,2014-07-14,1.5,8000,1727000.0,alto
1088100450,2014-07-25,2.0,35046,1720000.0,alto
1118001805,2014-07-24,2.0,7623,1715000.0,alto
1118001835,2014-12-23,2.0,7207,1715000.0,alto
3738000070,2015-03-09,1.0,6572,1712750.0,alto
3220200040,2014-06-16,3.0,5432,1712500.0,alto
4100500070,2014-05-27,2.0,14685,1710000.0,alto
5154200015,2015-04-14,2.0,27702,1705000.0,alto
2154500060,2014-12-03,1.0,17100,1705000.0,alto
8106100085,2014-05-09,2.0,23716,1702500.0,alto
2175100055,2014-12-30,2.0,14649,1700000.0,alto
1925069066,2014-06-23,2.0,18731,1700000.0,alto
8073000550,2015-04-15,2.0,17186,1700000.0,alto
524059330,2015-01-30,2.0,8963,1700000.0,alto
8146200070,2015-03-10,2.0,9360,1700000.0,alto
1224059053,2014-10-27,2.0,15250,1700000.0,alto
4141010110,2014-08-08,2.0,15335,1700000.0,alto
5493100366,2014-06-25,2.0,22885,1700000.0,alto
1623069046,2015-03-12,2.0,336283,1700000.0,alto
2311400145,2014-10-29,2.0,8234,1699990.0,alto
2655500241,2014-08-14,3.0,35153,1699000.0,alto
7856410411,2014-09-22,2.0,15246,1698890.0,alto
3472800065,2014-08-26,2.0,9687,1698000.0,alto
6600000050,2015-03-10,2.0,6240,1698000.0,alto
9829200250,2015-01-05,2.0,6600,1697000.0,alto
5078400215,2014-07-30,2.0,7067,1695000.0,alto
5457800930,2014-06-13,2.0,3000,1695000.0,alto
6738700335,2014-07-01,2.0,10900,1695000.0,alto
1370800700,2015-02-09,2.0,5350,1695000.0,alto
9178601660,2015-05-14,2.0,5354,1695000.0,alto
9808100185,2014-10-03,2.0,13515,1691000.0,alto
4219401236,2014-05-20,1.0,8965,1690000.0,alto
3528000040,2014-10-01,2.0,224442,1690000.0,alto
4219400580,2014-06-12,2.0,7500,1688000.0,alto
4139480350,2015-01-13,3.0,12941,1688000.0,alto
5093300280,2014-07-09,2.0,18707,1681000.0,alto
6648150040,2014-05-13,2.0,23723,1680000.0,alto
4139500410,2015-01-26,2.0,16747,1680000.0,alto
853600150,2014-05-24,2.0,68257,1680000.0,alto
3459900230,2014-11-25,2.0,29536,1680000.0,alto
3616600003,2015-03-02,2.0,16972,1680000.0,alto
4030100290,2014-10-01,3.0,7197,1680000.0,alto
1329000030,2014-09-04,2.0,34982,1680000.0,alto
5021900140,2014-11-20,2.0,11466,1679000.0,alto
9315600050,2015-03-17,1.0,19080,1675000.0,alto
1455100355,2014-07-08,2.0,8343,1675000.0,alto
629800660,2014-09-09,2.0,25412,1675000.0,alto
1959701745,2014-11-07,2.5,6600,1675000.0,alto
2125059013,2015-04-20,2.0,40816,1670000.0,alto
5350201180,2014-07-20,2.0,8395,1665000.0,alto
5154700060,2014-10-15,1.0,19200,1662000.0,alto
9544200277,2014-10-15,2.0,11189,1660000.0,alto
4218400671,2015-05-05,2.0,5500,1655000.0,alto
1370801520,2014-05-27,2.0,4815,1655000.0,alto
3262300322,2015-04-08,1.0,13530,1651000.0,alto
1068000255,2014-08-27,2.0,9567,1650000.0,alto
1652500060,2014-07-11,1.0,20666,1650000.0,alto
7856400240,2015-02-11,1.0,9750,1650000.0,alto
3343301920,2015-03-02,2.0,8890,1650000.0,alto
9413900035,2015-01-09,2.0,7500,1650000.0,alto
8964800860,2015-02-09,1.0,11904,1650000.0,alto
8964800975,2014-07-31,1.0,14904,1650000.0,alto
1651800030,2014-08-29,1.0,20400,1650000.0,alto
777100005,2014-11-22,1.0,6203,1650000.0,alto
3024059057,2015-05-01,2.0,16065,1650000.0,alto
3885803245,2015-03-05,2.0,8400,1650000.0,alto
2724079090,2015-01-05,3.0,881654,1650000.0,alto
1824079052,2015-04-01,2.0,210394,1650000.0,alto
4104500181,2014-08-12,2.0,12500,1648000.0,alto
8084900195,2014-11-21,1.0,16200,1646000.0,alto
4054550010,2015-04-13,2.0,118047,1640000.0,alto
3528900401,2014-07-01,2.0,5445,1640000.0,alto
6117502230,2014-12-01,2.0,21164,1637500.0,alto
7533800170,2014-07-07,2.0,6765,1636000.0,alto
7787400030,2014-06-09,1.0,26784,1635000.0,alto
9809000010,2015-01-06,2.0,16583,1629000.0,alto
9279700150,2015-02-12,3.0,8112,1625000.0,alto
5318101565,2014-07-03,2.0,3600,1625000.0,alto
6613000585,2015-01-08,1.0,9362,1620500.0,alto
7856400240,2014-06-27,1.0,9750,1620000.0,alto
2450500060,2014-08-26,2.0,8114,1620000.0,alto
3025300250,2015-05-13,2.0,17709,1620000.0,alto
2288900140,2014-12-18,2.0,4000,1620000.0,alto
4139470010,2014-10-06,2.0,12281,1615000.0,alto
9412400220,2014-07-10,2.0,18200,1612500.0,alto
824059331,2014-11-08,2.0,13260,1610000.0,alto
853600310,2014-08-28,3.0,142725,1610000.0,alto
5093300325,2014-05-23,2.0,11600,1610000.0,alto
3861470120,2014-11-26,2.0,25807,1610000.0,alto
2655500235,2015-04-10,1.0,19088,1605000.0,alto
4139910160,2015-04-01,2.0,32840,1600000.0,alto
9253900417,2015-01-28,1.5,19593,1600000.0,alto
3616600250,2014-05-27,2.0,19000,1600000.0,alto
524059148,2014-06-06,2.0,9583,1600000.0,alto
7403200050,2014-11-13,1.0,23065,1600000.0,alto
1118002090,2014-06-28,2.0,7200,1600000.0,alto
9362000080,2015-03-16,2.0,20925,1600000.0,alto
3225079035,2014-06-18,2.0,230652,1600000.0,alto
5318100965,2015-02-17,2.0,3600,1600000.0,alto
6613000750,2014-10-01,2.0,5000,1600000.0,alto
4389200796,2014-05-22,1.0,12824,1600000.0,alto
7215900020,2014-12-09,2.0,9486,1600000.0,alto
1130000005,2014-07-15,2.0,5000,1600000.0,alto
191100435,2014-09-26,2.0,10125,1600000.0,alto
3536900030,2015-02-09,2.0,21052,1600000.0,alto
8722100570,2015-04-03,1.0,5735,1600000.0,alto
5026900160,2015-04-24,2.5,5374,1600000.0,alto
1125079111,2015-04-15,2.0,871200,1600000.0,alto
2624059036,2014-10-03,2.0,43123,1599950.0,alto
9272200090,2015-02-04,2.0,6000,1598890.0,alto
1489300005,2014-08-01,2.0,7500,1598000.0,alto
6600000217,2015-04-03,2.0,7757,1595000.0,alto
8655000070,2014-06-01,2.0,8239,1595000.0,alto
3761100180,2014-09-17,1.5,13341,1595000.0,alto
8964800755,2015-01-16,1.0,11131,1590000.0,alto
7430200060,2015-04-24,3.0,11063,1583000.0,alto
8085400055,2015-04-28,1.0,16304,1582500.0,alto
9471201175,2014-05-06,1.5,10920,1580000.0,alto
3885806105,2014-05-21,2.0,7200,1580000.0,alto
2303900045,2014-06-23,2.0,74487,1580000.0,alto
2524049148,2015-03-17,1.0,20031,1580000.0,alto
5093301285,2015-03-27,1.0,10500,1580000.0,alto
251610020,2015-05-08,2.0,19991,1580000.0,alto
2225059214,2014-08-08,2.0,51836,1578000.0,alto
191100405,2015-04-21,2.0,10125,1575000.0,alto
3066120030,2015-01-27,2.0,9916,1575000.0,alto
5452301810,2014-09-05,2.0,9240,1575000.0,alto
6117502220,2014-11-17,1.5,22672,1575000.0,alto
5021900635,2014-10-28,2.0,14250,1575000.0,alto
6448000090,2014-05-12,1.0,20150,1575000.0,alto
8678500020,2014-12-13,2.0,131116,1575000.0,alto
3342104046,2014-07-08,3.0,18226,1570000.0,alto
7237500390,2014-11-10,2.0,14731,1570000.0,alto
5318100645,2014-05-27,2.0,5850,1570000.0,alto
3271800295,2015-02-03,3.0,5800,1569500.0,alto
1118001370,2015-01-02,1.0,8828,1568000.0,alto
4389200876,2014-07-01,1.5,12750,1565000.0,alto
4389200753,2014-08-19,2.0,8570,1565000.0,alto
1330300451,2014-12-17,1.0,8500,1565000.0,alto
226059096,2014-11-18,2.0,67319,1565000.0,alto
624069050,2015-04-07,2.0,323215,1565000.0,alto
2524049215,2015-05-01,2.0,17000,1564350.0,alto
2311400195,2015-03-03,2.0,8100,1563100.0,alto
8084900170,2014-10-23,1.0,16200,1562000.0,alto
1925059200,2015-04-07,2.0,17853,1557600.0,alto
3262300235,2014-11-26,2.0,16238,1555000.0,alto
9468200109,2014-06-17,2.0,6240,1555000.0,alto
2652501565,2015-04-23,2.0,4920,1550000.0,alto
6448600060,2015-02-26,2.0,20805,1550000.0,alto
8678500060,2014-07-10,2.0,171626,1550000.0,alto
3892500150,2014-05-21,2.0,26027,1550000.0,alto
2525049246,2014-10-17,1.0,15593,1550000.0,alto
3754501240,2015-02-06,3.0,4600,1550000.0,alto
5451300117,2015-04-22,2.0,17677,1550000.0,alto
6613000375,2015-03-17,2.0,5000,1550000.0,alto
2574900080,2014-05-13,1.0,17458,1550000.0,alto
6096500105,2015-04-30,2.0,3000,1545000.0,alto
3395000070,2014-09-27,1.0,15139,1544500.0,alto
3179100180,2015-05-07,2.0,6960,1540000.0,alto
3896100130,2014-06-17,1.0,7599,1538000.0,alto
249000205,2014-10-15,2.0,8088,1537000.0,alto
4289900005,2014-12-30,2.0,4100,1535000.0,alto
8924600020,2014-11-14,1.0,10050,1535000.0,alto
3758900075,2014-05-07,2.0,8076,1532500.0,alto
